1,51.90360387161984
2,53.02697425401178
3,54.93093796439875
4,54.24676762333494
5,50.02474805030516
6,50.83235361206489
7,50.32761955198861
8,45.24883267829703
9,48.76467665094994
10,45.81664594567366
11,50.10317800526577
12,46.97307022589619
13,49.40339455279315
14,56.63293139931954
15,56.21471380764166
16,56.41336684673954
17,57.03302610968283
18,53.92172679341579
19,45.27920692839246
20,48.23933476851732
21,46.80375813652346
22,51.01751633728337
23,49.51364054098013
24,52.46575106241347
25,58.00263909501142
26,54.40638089124309
27,63.30452914692731
28,58.36360477060082
29,61.30989298704449
30,54.100848387946
31,49.4025153250015
32,49.75448831790077
33,49.07240999354399
34,46.81176559304438
35,51.51080616017251
36,57.36984210143348
37,58.06493743021092
38,53.7836303977495
39,58.72562187803103
40,58.69830913768448
41,52.94049731627025
42,52.17347592160886
43,50.47326013013389
44,50.15072850393489
45,52.26499694969147
46,49.11171214024883
47,50.9525426688254
48,53.14603170437393
49,62.30061274057087
50,56.71727677183995
51,53.93267161239929
52,64.16508166672428
53,59.35432736705177
54,56.11284942439907
55,50.92315161624668
56,56.146992495586
57,53.43529095319288
58,50.33389809558279
59,56.08979406909235
60,59.16619944699131
61,57.87266045764938
62,57.09423880376988
63,62.92083614380544
64,62.37757368803813
65,57.53991966799267
66,53.15733913721733
67,58.74331449587502
68,56.08987277061745
69,57.05988279685099
70,33.19749133437857
71,40.38915671270291
72,45.01986947001151
73,42.445048269217
74,50.97238429272957
75,48.22572253163284
76,64.55217686138437
77,62.82506463871558
78,54.8087817025024
79,62.38501462480137
80,53.82409158593654
81,54.64377916743139
82,51.41578838831106
83,60.34878356259903
84,63.07648740070223
85,59.29445416536075
86,68.63297002224206
87,69.01186148115426
88,64.74846498965616
89,60.07734167544056
90,55.49471508699314
91,56.06385020180813
92,55.12475943846869
93,52.05519541588605
94,54.88888329734015
95,55.74318841388764
96,59.41485414983553
97,60.16208192574339
98,63.30202415893698
99,61.57986418934836
100,62.10467345682189
